case_id,merchant_name,mcc_category,archetype,merchant_tenure_days,avg_daily_txn_30d,volume_spike_ratio,refund_rate_30d,chargeback_rate_90d,kyc_completeness_score,bank_account_changed_flag,days_since_bank_change,customer_complaint_count_30d,device_ip_diversity_score,night_txn_ratio,is_festive_period,prior_flags_count,prior_flags_confirmed_fraud,avg_ticket_size,ticket_size_change_ratio,label_is_fraud
CASE00478,Young-Martinez,handicrafts_d2c,festive_spike,474,168.8,3.71,0.114,0.0045,0.89,0,463,0,0.35,0.08,1,0,0,951.0,1.0,0
CASE00479,Barnes PLC,fashion_apparel,organic_growth,480,123.5,1.19,0.052,0.0032,0.93,0,637,0,0.38,0.04,0,0,0,1233.0,1.13,0
CASE00480,Brown-Copeland,education,account_takeover,633,233.0,1.99,0.018,0.0422,1.0,1,3,2,0.65,0.31,0,0,0,1094.0,0.93,1
CASE00481,Carlson-Smith,grocery,festive_spike,757,49.2,3.12,0.078,0.0058,0.92,0,839,1,0.35,0.03,1,0,0,686.0,1.02,0
CASE00482,"Andrews, Higgins and Carter",beauty_cosmetics,card_testing_mule,17,167.6,2.71,0.005,0.0645,0.42,0,896,1,0.77,0.33,0,0,0,65.0,0.68,0
CASE00483,Mendez and Sons,fashion_apparel,card_testing_mule,28,42.4,7.74,0.077,0.0582,0.41,0,208,0,0.65,0.28,0,2,0,292.0,0.69,1
CASE00484,"Butler, Beck and Miller",education,card_testing_mule,53,162.9,6.44,0.048,0.0663,0.63,0,719,0,0.69,0.35,0,3,1,143.0,0.39,1
CASE00485,Jones-Fox,travel_hospitality,bank_account_update,300,125.9,1.29,0.061,0.0038,0.9,1,2,0,0.44,0.07,0,0,0,819.0,1.01,0
CASE00486,"Hartman, Romero and Smith",handicrafts_d2c,festive_spike,260,232.8,3.32,0.139,0.0076,0.87,0,272,0,0.22,0.11,1,0,0,888.0,0.98,0
CASE00487,Williams-Hughes,travel_hospitality,festive_spike,201,153.9,2.76,0.071,0.0,0.87,0,300,1,0.23,0.18,1,0,0,911.0,0.88,0
CASE00488,King-Smith,fashion_apparel,card_testing_mule,46,84.3,5.87,0.028,0.0316,0.6,0,899,1,0.58,0.34,0,1,1,206.0,0.22,1
CASE00489,Cooper Ltd,food_delivery,organic_growth,400,185.8,1.26,0.024,0.0018,0.93,0,691,0,0.29,0.11,0,0,0,764.0,0.98,0
CASE00490,"Fuller, Ingram and Moss",beauty_cosmetics,card_testing_mule,27,196.5,2.74,0.007,0.0642,0.55,0,505,0,0.87,0.47,0,2,0,137.0,0.26,0
CASE00491,Anderson-Bell,education,account_takeover,488,159.9,2.48,0.091,0.0174,0.93,1,2,1,0.87,0.31,0,0,0,971.0,0.95,1
CASE00492,Li-Thompson,food_delivery,account_takeover,385,113.5,2.33,0.044,0.0398,0.88,1,4,4,0.58,0.52,0,1,0,628.0,0.89,1
CASE00493,"Marshall, Dominguez and Welch",electronics,festive_spike,470,156.3,2.58,0.091,0.0038,0.91,0,828,1,0.46,0.18,1,1,0,184.0,0.86,0
CASE00494,Brown Group,electronics,festive_spike,874,69.4,5.33,0.123,0.0036,0.93,0,865,0,0.22,0.07,1,0,0,828.0,1.11,1
CASE00495,Carter Inc,home_decor,festive_spike,631,12.3,5.13,0.092,0.0,0.87,0,374,0,0.32,0.08,1,0,0,766.0,0.92,0
CASE00496,Blackwell LLC,fashion_apparel,bank_account_update,372,94.7,1.2,0.054,0.0023,1.0,1,7,0,0.12,0.06,0,0,0,879.0,1.16,0
CASE00497,Robertson-Hays,saas_subscription,account_takeover,417,155.3,2.35,0.051,0.0274,0.88,1,3,0,0.77,0.44,0,0,0,1322.0,0.96,0
CASE00498,"Kennedy, Johnson and Lucas",grocery,account_takeover,204,165.2,1.65,0.004,0.011,1.0,1,1,4,0.52,0.46,0,1,0,283.0,0.89,1
CASE00499,Kelly-Norman,fashion_apparel,organic_growth,478,32.8,1.04,0.027,0.003,0.96,0,658,2,0.19,0.07,0,0,0,84.0,0.99,0
CASE00500,"Rivera, Martinez and Richardson",education,account_takeover,313,152.4,1.73,0.029,0.0241,0.96,1,1,1,0.76,0.39,0,1,0,1298.0,0.8,1
CASE00501,Paul-Kline,saas_subscription,organic_growth,400,276.7,1.06,0.0,0.0,0.99,0,493,0,0.27,0.11,0,0,0,1275.0,0.99,0
CASE00502,Morgan-Lopez,handicrafts_d2c,bank_account_update,300,147.3,1.02,0.086,0.0106,0.78,1,1,0,0.26,0.05,0,1,0,614.0,0.98,0
CASE00503,"Jimenez, Glass and Stone",handicrafts_d2c,account_takeover,283,203.4,2.07,0.042,0.0,0.84,1,1,4,0.73,0.53,0,0,0,325.0,1.0,1
CASE00504,Acosta Inc,grocery,organic_growth,561,103.5,1.16,0.075,0.0026,0.97,0,646,0,0.26,0.09,0,0,0,742.0,0.92,0
CASE00505,Morrison-Short,education,bank_account_update,300,36.1,0.95,0.039,0.0,0.79,1,1,0,0.23,0.07,0,0,0,57.0,1.13,0
CASE00506,"Carter, Garcia and Murphy",beauty_cosmetics,card_testing_mule,19,120.5,3.67,0.024,0.11,0.7,0,446,0,0.85,0.29,0,2,1,20.0,0.23,0
CASE00507,Parker-Morrison,grocery,account_takeover,734,106.9,1.82,0.031,0.0102,0.78,1,1,0,0.55,0.09,0,1,0,1315.0,0.98,0
CASE00508,Jackson-Wallace,fashion_apparel,organic_growth,400,125.1,1.26,0.043,0.002,0.91,0,723,0,0.26,0.03,0,0,0,636.0,1.1,0
CASE00509,Williams-Berg,travel_hospitality,festive_spike,614,201.8,4.41,0.064,0.0041,0.92,0,403,0,0.24,0.04,1,0,0,450.0,1.08,0
CASE00510,Mendez-Graham,education,festive_spike,308,121.5,5.79,0.064,0.0016,0.93,0,257,0,0.4,0.08,1,0,0,1336.0,0.82,0
CASE00511,"Whitney, Gould and Jones",handicrafts_d2c,card_testing_mule,45,123.4,4.31,0.0,0.069,0.95,0,885,0,0.79,0.36,0,1,0,116.0,0.66,1
CASE00512,"Sullivan, Palmer and Brady",grocery,card_testing_mule,50,193.3,3.37,0.064,0.092,0.71,0,728,0,1.0,0.35,0,2,0,106.0,0.57,1
CASE00513,Cisneros and Sons,travel_hospitality,organic_growth,400,76.0,1.02,0.056,0.0021,0.96,0,666,0,0.35,0.06,0,0,0,326.0,0.97,0
CASE00514,"Gregory, Kim and Martinez",food_delivery,bank_account_update,599,131.0,0.97,0.0,0.0076,0.81,1,5,0,0.27,0.03,0,0,0,238.0,0.91,0
CASE00515,Osborne LLC,saas_subscription,bank_account_update,354,130.1,0.92,0.031,0.0074,0.76,1,1,0,0.23,0.0,0,0,0,491.0,0.97,0
CASE00516,Reyes-Bradley,grocery,bank_account_update,675,156.5,1.03,0.038,0.0049,1.0,1,2,0,0.42,0.04,0,0,0,775.0,0.89,0
CASE00517,"Hernandez, Cole and Watson",home_decor,account_takeover,236,130.2,2.57,0.047,0.005,0.88,1,2,4,0.6,0.27,0,0,0,1524.0,1.06,0
CASE00518,Hines-Berry,beauty_cosmetics,festive_spike,180,71.3,3.84,0.07,0.0013,0.85,0,437,1,0.21,0.06,1,1,0,1874.0,1.06,0
CASE00519,"Richardson, Edwards and Ramirez",grocery,account_takeover,423,137.8,2.72,0.021,0.0162,0.97,1,0,3,0.53,0.34,0,0,0,319.0,0.98,1
CASE00520,Johnson and Sons,home_decor,organic_growth,408,123.4,1.01,0.052,0.0046,0.94,0,658,0,0.27,0.09,0,0,0,1011.0,0.91,0
CASE00521,Holmes-Mcintyre,grocery,bank_account_update,300,103.7,1.2,0.035,0.006,0.88,1,1,1,0.47,0.08,0,0,0,971.0,0.95,0
CASE00522,Green LLC,food_delivery,organic_growth,400,52.6,1.08,0.029,0.0047,0.93,0,229,0,0.38,0.14,0,0,0,842.0,1.04,0
CASE00523,"Griffin, Davies and Mitchell",electronics,bank_account_update,300,135.3,1.33,0.045,0.0067,0.98,1,6,0,0.34,0.16,0,0,0,1020.0,1.09,0
CASE00524,Gonzalez-Taylor,electronics,card_testing_mule,51,200.4,6.82,0.057,0.0246,0.43,0,394,0,0.8,0.35,0,0,0,252.0,0.44,1
CASE00525,Hayes Ltd,beauty_cosmetics,card_testing_mule,8,115.4,5.78,0.026,0.1286,0.66,0,846,0,1.0,0.21,0,0,0,114.0,0.61,1
CASE00526,Osborn-Cochran,saas_subscription,account_takeover,337,164.9,2.13,0.027,0.0274,0.93,1,1,1,0.54,0.22,0,1,0,1032.0,1.06,1
CASE00527,Contreras-Mckinney,education,festive_spike,365,71.5,4.92,0.079,0.0069,0.94,0,549,0,0.24,0.13,1,0,0,343.0,0.98,1
CASE00528,"Daniels, Vance and York",saas_subscription,organic_growth,702,175.5,1.25,0.04,0.0028,0.98,0,787,0,0.31,0.04,0,0,0,50.0,0.96,0
CASE00529,"Mckinney, Graves and Thompson",grocery,account_takeover,472,79.2,1.84,0.026,0.0245,1.0,1,2,1,0.78,0.36,0,0,0,606.0,0.81,0
CASE00530,Hicks-Martinez,handicrafts_d2c,account_takeover,873,237.0,1.45,0.075,0.0079,0.77,1,1,3,0.78,0.32,0,0,0,843.0,0.96,0
CASE00531,Conner and Sons,electronics,card_testing_mule,35,139.9,6.51,0.083,0.0168,0.37,0,544,1,1.0,0.28,0,2,0,261.0,0.51,1
CASE00532,Johnson-Spencer,beauty_cosmetics,festive_spike,386,140.4,2.73,0.115,0.0,0.87,0,800,0,0.23,0.08,1,0,0,275.0,0.94,0
CASE00533,Mcdonald-Bird,travel_hospitality,organic_growth,442,143.5,1.12,0.027,0.0041,1.0,0,634,0,0.38,0.01,0,0,0,1114.0,0.82,0
CASE00534,Salazar Inc,education,bank_account_update,300,87.7,1.33,0.029,0.0041,0.86,1,9,0,0.14,0.13,0,0,0,865.0,1.08,1
CASE00535,Parker Ltd,grocery,festive_spike,959,93.4,4.25,0.147,0.002,1.0,0,526,0,0.5,0.05,1,1,0,780.0,0.85,0
CASE00536,"Mendoza, Jenkins and Ortiz",fashion_apparel,card_testing_mule,3,131.8,5.44,0.071,0.0594,0.55,0,397,1,0.73,0.3,0,2,0,171.0,0.57,1
CASE00537,"Jones, Compton and Day",food_delivery,card_testing_mule,33,58.1,5.53,0.054,0.1007,0.7,0,349,0,0.5,0.12,0,0,0,128.0,0.42,1
CASE00538,Owens-Holmes,handicrafts_d2c,bank_account_update,367,155.5,1.01,0.009,0.0052,0.85,1,6,0,0.23,0.0,0,0,0,932.0,0.85,0
CASE00539,Humphrey PLC,handicrafts_d2c,bank_account_update,899,111.2,1.09,0.027,0.0031,0.69,1,3,0,0.39,0.11,0,0,0,157.0,0.99,0
CASE00540,"Matthews, Saunders and Anderson",electronics,card_testing_mule,66,99.4,3.46,0.036,0.0688,0.74,0,359,0,0.85,0.42,0,0,1,161.0,0.46,1
CASE00541,"Bartlett, Brown and Martinez",home_decor,bank_account_update,691,131.9,1.56,0.013,0.0069,0.87,1,3,0,0.23,0.08,0,0,0,472.0,1.06,0
CASE00542,Torres and Sons,travel_hospitality,festive_spike,907,38.2,4.45,0.07,0.0076,0.88,0,748,0,0.13,0.04,1,1,0,1519.0,1.13,0
CASE00543,Donovan-Perez,grocery,festive_spike,719,123.2,3.22,0.066,0.0027,0.91,0,644,0,0.28,0.1,1,0,0,1073.0,0.98,1
CASE00544,"Jacobson, Singleton and King",fashion_apparel,organic_growth,789,137.0,1.18,0.066,0.0,1.0,0,896,1,0.32,0.19,0,0,0,939.0,0.97,0
CASE00545,"Huber, Hill and Weber",fashion_apparel,festive_spike,640,240.9,3.85,0.106,0.0104,1.0,0,391,0,0.24,0.08,1,0,0,50.0,0.98,0
CASE00546,"Ferguson, Shaw and Jackson",home_decor,bank_account_update,680,172.0,1.13,0.009,0.0072,0.89,1,1,0,0.17,0.11,0,0,0,50.0,0.97,0
CASE00547,"Moore, Hopkins and Le",home_decor,card_testing_mule,48,185.7,2.92,0.011,0.0595,0.85,0,757,0,0.71,0.53,0,0,0,81.0,0.91,1
CASE00548,"Morgan, Bradshaw and Williams",fashion_apparel,organic_growth,400,194.9,1.07,0.051,0.001,1.0,0,475,1,0.31,0.07,0,1,0,916.0,0.92,0
CASE00549,Miller Ltd,home_decor,festive_spike,180,87.2,3.2,0.053,0.005,0.84,0,293,1,0.39,0.02,1,0,0,796.0,1.0,0
CASE00550,"Baker, Clark and Armstrong",beauty_cosmetics,organic_growth,400,99.3,1.25,0.061,0.0022,0.99,0,624,0,0.37,0.06,0,0,0,883.0,1.16,0
CASE00551,"Fowler, Jimenez and Burton",education,festive_spike,1095,99.3,2.91,0.099,0.0,0.84,0,427,0,0.32,0.1,1,0,0,1032.0,1.05,0
CASE00552,May-Turner,education,festive_spike,222,88.3,3.94,0.063,0.0031,0.99,0,809,0,0.19,0.05,1,0,0,941.0,0.89,0
CASE00553,Ballard Ltd,fashion_apparel,bank_account_update,300,107.8,1.04,0.012,0.0072,0.84,1,3,0,0.24,0.09,0,0,0,695.0,1.25,1
CASE00554,Evans-Jones,food_delivery,organic_growth,400,114.6,1.09,0.042,0.0047,0.87,0,540,0,0.18,0.06,0,0,0,1552.0,0.98,0
CASE00555,Moore Group,food_delivery,festive_spike,1532,58.3,2.99,0.087,0.0041,0.86,0,860,0,0.3,0.02,1,0,0,870.0,0.81,0
CASE00556,Marshall-Peterson,electronics,bank_account_update,848,7.6,1.23,0.027,0.0037,0.82,1,6,0,0.39,0.16,0,0,0,50.0,0.88,0
CASE00557,Edwards Ltd,travel_hospitality,organic_growth,400,191.9,1.13,0.024,0.0,1.0,0,585,1,0.16,0.03,0,0,0,317.0,1.02,0
CASE00558,Gross-Valencia,saas_subscription,bank_account_update,717,203.1,1.18,0.023,0.0109,0.82,1,1,0,0.11,0.12,0,1,0,1852.0,1.02,0
CASE00559,Anderson-Wood,saas_subscription,festive_spike,799,110.9,4.85,0.083,0.0037,0.91,0,629,0,0.32,0.0,1,0,0,91.0,0.84,0
CASE00560,"Rodriguez, Allen and Martinez",education,organic_growth,742,104.9,1.23,0.025,0.0021,1.0,0,618,0,0.54,0.06,0,1,0,1297.0,1.09,0
CASE00561,Wright-Davis,travel_hospitality,bank_account_update,300,144.5,1.19,0.045,0.0058,0.9,1,3,0,0.34,0.08,0,0,0,1697.0,1.09,1
CASE00562,Dougherty-Lin,saas_subscription,card_testing_mule,45,87.2,3.87,0.042,0.1032,0.46,0,592,0,0.75,0.36,0,1,0,191.0,0.42,1
CASE00563,Wright-Grimes,food_delivery,festive_spike,528,197.6,3.56,0.113,0.0099,0.94,0,561,1,0.35,0.09,1,0,0,50.0,1.05,0
CASE00564,Li PLC,fashion_apparel,account_takeover,471,221.0,2.74,0.034,0.0182,0.96,1,3,2,0.9,0.33,0,0,0,50.0,1.05,1
CASE00565,"Edwards, Hines and Jimenez",fashion_apparel,festive_spike,532,114.9,5.64,0.101,0.009,0.9,0,508,0,0.4,0.09,1,1,0,1062.0,1.03,0
CASE00566,"Owens, Koch and Jimenez",beauty_cosmetics,account_takeover,1591,61.9,2.1,0.031,0.018,0.97,1,3,2,0.94,0.37,0,0,0,1226.0,1.03,0
CASE00567,Landry PLC,beauty_cosmetics,bank_account_update,647,53.6,1.12,0.002,0.0,0.85,1,6,0,0.22,0.08,0,0,0,486.0,1.2,0
CASE00568,Levy-Lewis,home_decor,card_testing_mule,57,178.5,2.63,0.036,0.0709,0.74,0,684,1,0.71,0.37,0,2,0,138.0,0.72,1
CASE00569,Williams-Campbell,saas_subscription,card_testing_mule,20,64.8,7.69,0.079,0.0491,0.75,0,358,1,0.95,0.3,0,2,0,44.0,0.56,1
CASE00570,"Khan, Pena and Ruiz",handicrafts_d2c,festive_spike,890,125.6,5.55,0.075,0.0035,0.88,0,526,0,0.44,0.11,1,0,0,925.0,1.21,0
CASE00571,"Smith, Rodriguez and Anderson",beauty_cosmetics,organic_growth,400,109.3,1.33,0.045,0.003,0.88,0,691,0,0.34,0.08,0,0,0,127.0,0.99,0
CASE00572,Luna-Gallagher,travel_hospitality,bank_account_update,300,199.9,1.18,0.03,0.0134,0.93,1,4,0,0.17,0.04,0,0,0,1572.0,0.92,0
CASE00573,Williams-Williams,electronics,bank_account_update,344,58.4,1.31,0.043,0.0093,1.0,1,7,0,0.08,0.14,0,0,0,883.0,0.88,0
CASE00574,"Lee, Tran and Jones",fashion_apparel,bank_account_update,1345,194.4,1.14,0.04,0.0105,0.88,1,6,0,0.42,0.14,0,0,0,1016.0,0.96,0
CASE00575,"Cole, Pierce and Bryan",handicrafts_d2c,organic_growth,722,149.6,1.08,0.06,0.0035,1.0,0,469,0,0.41,0.05,0,0,0,50.0,1.06,0
CASE00576,"Becker, Wilson and Hester",fashion_apparel,organic_growth,400,74.9,0.97,0.048,0.003,0.86,0,831,0,0.37,0.11,0,1,0,1872.0,1.31,0
CASE00577,Brooks-Hatfield,handicrafts_d2c,festive_spike,230,108.0,5.48,0.148,0.0038,0.89,0,391,0,0.21,0.02,1,0,0,962.0,0.91,1
CASE00578,"Mcmillan, Fischer and Gonzalez",education,card_testing_mule,57,178.6,5.04,0.039,0.093,0.73,0,786,0,0.62,0.2,0,0,0,197.0,0.12,1
CASE00579,"Morales, Williams and Williams",saas_subscription,card_testing_mule,53,142.4,7.81,0.048,0.0516,0.63,0,419,1,0.81,0.27,0,0,0,254.0,0.21,1
CASE00580,"Cook, Wells and Bryant",saas_subscription,account_takeover,486,205.0,2.2,0.052,0.0126,0.79,1,0,1,0.86,0.17,0,0,0,680.0,1.1,1
CASE00581,"Barry, Taylor and Velazquez",saas_subscription,bank_account_update,300,117.9,0.93,0.078,0.0054,0.99,1,0,0,0.56,0.03,0,1,0,1425.0,1.08,1
CASE00582,Martin-Ewing,education,organic_growth,521,111.4,1.19,0.05,0.0007,0.98,0,321,0,0.46,0.12,0,0,0,1381.0,0.99,0
CASE00583,"Kirby, Wheeler and Romero",home_decor,card_testing_mule,31,91.9,4.54,0.038,0.0479,0.49,0,592,1,0.74,0.2,0,2,0,241.0,0.58,1
CASE00584,"Patel, Erickson and Evans",travel_hospitality,account_takeover,514,112.7,2.02,0.032,0.0286,0.92,1,4,1,0.63,0.21,0,0,0,386.0,0.95,1
CASE00585,Richardson Ltd,grocery,card_testing_mule,67,130.8,5.65,0.045,0.0795,0.65,0,743,0,0.78,0.36,0,1,1,170.0,0.42,1
CASE00586,Whitney PLC,handicrafts_d2c,organic_growth,479,99.0,1.07,0.019,0.0037,0.93,0,270,0,0.28,0.05,0,0,0,212.0,1.05,0
CASE00587,Robles-Swanson,beauty_cosmetics,festive_spike,442,57.8,2.83,0.099,0.0054,0.9,0,850,1,0.3,0.08,1,0,0,441.0,1.0,0
CASE00588,"Soto, Carlson and Baker",education,account_takeover,524,141.0,2.79,0.033,0.0184,0.79,1,0,2,0.62,0.52,0,0,0,1183.0,1.0,1
CASE00589,"Patton, Parsons and Lane",education,bank_account_update,300,53.8,0.98,0.024,0.006,0.88,1,6,0,0.34,0.06,0,0,0,1386.0,1.06,0
CASE00590,"Williams, Castillo and Warren",travel_hospitality,festive_spike,559,154.3,5.48,0.099,0.0068,0.92,0,758,0,0.36,0.05,1,0,0,727.0,0.94,0
CASE00591,"Harvey, Randall and Hernandez",grocery,card_testing_mule,62,5.0,5.92,0.043,0.0586,0.75,0,899,0,0.88,0.32,0,3,0,160.0,0.48,1
CASE00592,"Allen, Armstrong and Graves",education,festive_spike,180,148.3,5.7,0.138,0.0024,0.96,0,861,1,0.35,0.02,1,0,0,908.0,1.03,0
CASE00593,Smith LLC,fashion_apparel,account_takeover,318,179.1,2.61,0.054,0.0277,0.9,1,3,1,0.73,0.16,0,3,0,685.0,0.93,0
CASE00594,Hernandez-Vaughn,fashion_apparel,festive_spike,768,203.6,3.57,0.063,0.0034,0.9,0,272,0,0.26,0.04,1,0,0,631.0,0.92,0
CASE00595,Shaw-Carr,food_delivery,card_testing_mule,52,98.4,7.87,0.049,0.0978,0.51,0,565,1,0.74,0.35,0,0,1,170.0,0.73,1
CASE00596,Salas-Fitzgerald,travel_hospitality,account_takeover,334,5.0,2.4,0.051,0.013,0.92,1,3,4,0.51,0.34,0,0,0,594.0,0.97,0
CASE00597,Thornton PLC,saas_subscription,account_takeover,1408,12.4,1.5,0.02,0.0356,0.97,1,2,1,0.87,0.13,0,0,0,722.0,0.98,0
CASE00598,Hoffman Ltd,beauty_cosmetics,festive_spike,226,122.7,3.21,0.086,0.0078,0.94,0,844,0,0.24,0.09,1,1,0,1383.0,1.09,0
CASE00599,Fox-Edwards,electronics,organic_growth,701,87.7,1.2,0.056,0.0021,0.93,0,441,0,0.4,0.12,0,0,0,1246.0,0.93,0
CASE00600,Stevens PLC,beauty_cosmetics,bank_account_update,395,28.6,0.69,0.047,0.0017,0.87,1,2,0,0.57,0.0,0,0,0,347.0,0.93,0
CASE00601,Payne-Lowe,grocery,organic_growth,400,151.2,1.2,0.019,0.0031,0.98,0,333,0,0.45,0.08,0,1,0,729.0,0.98,0
CASE00602,"Becker, Lara and Baker",travel_hospitality,festive_spike,747,147.7,4.68,0.048,0.0056,0.88,0,519,0,0.41,0.11,1,0,0,783.0,0.93,0
CASE00603,Lee-Wright,fashion_apparel,card_testing_mule,7,111.9,5.84,0.062,0.069,0.49,0,538,0,0.8,0.24,0,0,1,307.0,0.48,1
CASE00604,"Evans, David and Hendrix",home_decor,festive_spike,459,134.8,3.99,0.127,0.0008,0.97,0,836,0,0.32,0.18,1,0,0,1370.0,0.98,0
CASE00605,Bush-Vaughn,home_decor,bank_account_update,902,84.4,1.42,0.022,0.0083,0.96,1,5,0,0.25,0.16,0,0,0,1464.0,1.03,0
CASE00606,Stewart-Bailey,electronics,account_takeover,127,21.7,2.44,0.06,0.0226,0.87,1,4,2,0.55,0.18,0,0,0,556.0,0.93,1
CASE00607,"Hill, Martinez and Rhodes",food_delivery,festive_spike,581,155.4,4.61,0.105,0.0103,0.91,0,450,0,0.38,0.12,1,1,0,413.0,1.06,0
CASE00608,Huang-Foster,travel_hospitality,bank_account_update,467,97.1,1.03,0.042,0.0058,0.87,1,4,0,0.49,0.06,0,0,0,504.0,0.88,0
CASE00609,Blevins-Ballard,education,organic_growth,772,143.7,1.25,0.015,0.0013,0.96,0,831,0,0.28,0.06,0,0,0,1059.0,1.03,0
CASE00610,Williams-Moses,home_decor,festive_spike,1419,127.1,2.69,0.07,0.0018,0.93,0,458,0,0.21,0.08,1,0,0,1209.0,0.99,0
CASE00611,Reed Group,home_decor,bank_account_update,332,54.5,1.12,0.052,0.0032,0.96,1,9,0,0.19,0.07,0,0,0,681.0,0.91,1
CASE00612,"Scott, Mendoza and Harris",fashion_apparel,organic_growth,589,145.9,1.18,0.046,0.0021,0.94,0,799,0,0.48,0.1,0,0,0,1509.0,0.9,0
CASE00613,"Nelson, Hoffman and Nelson",grocery,bank_account_update,300,73.8,1.34,0.038,0.0124,0.89,1,6,0,0.26,0.03,0,0,0,821.0,0.83,0
CASE00614,Gilbert PLC,electronics,card_testing_mule,59,128.5,7.16,0.02,0.0411,0.8,0,558,0,1.0,0.53,0,1,0,161.0,0.65,1
CASE00615,Sanchez Ltd,grocery,organic_growth,410,25.7,0.9,0.044,0.0041,0.99,0,821,0,0.3,0.0,0,0,0,806.0,0.89,0
CASE00616,"Perez, Hall and Garcia",electronics,card_testing_mule,45,95.0,4.65,0.068,0.0302,0.89,0,756,0,0.65,0.37,0,2,1,20.0,0.56,0
CASE00617,Love-Garcia,saas_subscription,festive_spike,288,65.1,5.25,0.067,0.0055,0.94,0,301,1,0.26,0.12,1,0,0,456.0,1.09,0
CASE00618,Smith PLC,education,organic_growth,400,134.7,1.2,0.05,0.0029,1.0,0,865,1,0.4,0.13,0,2,0,1437.0,0.98,0
CASE00619,Russell Group,fashion_apparel,bank_account_update,300,124.2,0.97,0.018,0.0067,0.76,1,0,0,0.26,0.08,0,1,0,875.0,1.03,0
CASE00620,Santos-Avila,saas_subscription,account_takeover,902,30.7,2.07,0.034,0.0253,0.84,1,0,3,0.87,0.29,0,0,0,742.0,1.25,1
CASE00621,Morris-Brewer,handicrafts_d2c,bank_account_update,300,98.5,1.08,0.04,0.0082,0.88,1,6,0,0.32,0.07,0,0,0,929.0,0.98,0
CASE00622,Pearson and Sons,food_delivery,account_takeover,250,5.5,2.68,0.011,0.0306,0.93,1,0,1,0.83,0.26,0,0,0,649.0,1.08,1
CASE00623,"Rodgers, Jefferson and Johnson",education,festive_spike,180,138.8,5.33,0.119,0.0051,0.93,0,675,0,0.29,0.03,1,0,0,1499.0,0.86,0
CASE00624,Butler and Sons,home_decor,festive_spike,248,137.1,5.33,0.143,0.0118,1.0,0,830,0,0.5,0.16,1,0,0,674.0,1.05,0
CASE00625,Osborn Group,handicrafts_d2c,card_testing_mule,24,177.3,2.92,0.0,0.0893,0.58,0,580,0,0.74,0.25,0,2,0,242.0,0.32,1
CASE00626,Lopez-Curry,beauty_cosmetics,account_takeover,197,41.3,2.72,0.024,0.0419,0.87,1,4,0,0.8,0.4,0,1,0,917.0,0.92,1
CASE00627,Mcdowell-Smith,fashion_apparel,account_takeover,853,155.7,2.9,0.029,0.0498,0.9,1,4,1,0.48,0.24,0,0,0,965.0,1.03,1
CASE00628,"Morrison, Hebert and Rogers",grocery,card_testing_mule,14,132.6,4.47,0.038,0.1505,0.83,0,404,0,0.64,0.4,0,0,1,124.0,0.72,1
CASE00629,Hays-Daniels,home_decor,festive_spike,559,85.9,3.27,0.093,0.0045,0.87,0,705,0,0.32,0.06,1,0,0,1211.0,1.07,0
CASE00630,Small-Anderson,grocery,account_takeover,910,103.8,2.02,0.075,0.0182,0.79,1,3,3,0.37,0.47,0,0,0,1410.0,0.85,1
CASE00631,"Mcdonald, Lee and Rodriguez",saas_subscription,festive_spike,228,132.2,2.85,0.111,0.004,0.98,0,423,1,0.38,0.16,1,0,0,160.0,1.0,0
CASE00632,Simon Ltd,saas_subscription,card_testing_mule,56,142.9,7.6,0.049,0.1066,0.83,0,446,0,0.91,0.19,0,1,1,239.0,0.69,1
CASE00633,Higgins-Smith,home_decor,organic_growth,420,198.4,1.11,0.039,0.0037,0.96,0,508,1,0.34,0.11,0,1,0,1159.0,1.03,0
CASE00634,Gibbs-Bradley,food_delivery,bank_account_update,424,87.8,0.62,0.005,0.0077,0.79,1,5,0,0.38,0.08,0,0,0,759.0,0.94,1
CASE00635,Thompson Ltd,fashion_apparel,card_testing_mule,41,217.4,5.04,0.035,0.0942,0.6,0,375,1,0.55,0.25,0,0,1,32.0,0.79,1
CASE00636,Wilcox-Robertson,fashion_apparel,account_takeover,405,266.1,1.83,0.033,0.0197,1.0,1,2,1,0.7,0.15,0,0,0,927.0,0.91,0
CASE00637,Morales Inc,beauty_cosmetics,account_takeover,144,195.8,2.34,0.035,0.0137,0.88,1,3,3,0.69,0.37,0,0,0,580.0,0.93,1
CASE00638,Holden Group,home_decor,bank_account_update,591,119.5,0.97,0.068,0.0033,0.83,1,7,0,0.37,0.14,0,0,0,964.0,1.06,0
CASE00639,Boyle-Smith,fashion_apparel,account_takeover,931,15.1,2.14,0.036,0.0308,0.89,1,3,0,0.75,0.43,0,1,0,50.0,1.12,0
CASE00640,Young-Molina,grocery,festive_spike,225,128.0,3.58,0.091,0.0053,0.98,0,281,2,0.42,0.08,1,0,0,1261.0,1.11,0
CASE00641,Turner-Sharp,electronics,account_takeover,1393,5.0,2.15,0.0,0.0075,1.0,1,4,5,0.66,0.31,0,0,0,908.0,0.89,0
CASE00642,Green LLC,beauty_cosmetics,account_takeover,655,154.6,2.32,0.035,0.0431,0.96,1,1,0,0.7,0.4,0,0,0,539.0,1.1,0
CASE00643,"Young, Contreras and Marshall",fashion_apparel,festive_spike,681,181.1,6.0,0.122,0.0128,0.95,0,476,0,0.26,0.0,1,0,0,390.0,1.02,0
